codigo,nome,categoria,marca_peca,posicao,preco,disponivel,equivalencias
JG-0041,Disco de freio traseiro sólido,Freio,Jaraguá,Traseira,"288,91",sim,PJ-0054
PJ-0049,Pastilha de freio dianteira,Freio,Pirajuçara,Dianteira,"332,83",sim,AN-0056
IB-0040,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"334,33",sim,TT-0053
JG-0042,Disco de freio dianteiro ventilado,Freio,Jaraguá,Dianteira,"148,54",sim,TT-0036;TT-0046
VG-0033,Pastilha de freio traseira,Freio,Vergueiro,Traseira,"308,60",sim,PJ-0040
TT-0038,Cabo de freio de mão,Freio,Tietê,,"279,49",sim,IB-0052;AN-0054
AN-0056,Pastilha de freio dianteira,Freio,Anhembi,Dianteira,"207,15",sim,PJ-0048
IB-0041,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"80,41",sim,AN-0045
IB-0042,Disco de freio dianteiro ventilado,Freio,Ibirapuera,Dianteira,"291,20",não,VG-0028;IB-0032
AN-0057,Flexível de freio dianteiro,Freio,Anhembi,Dianteira esquerda,"197,06",sim,IB-0047;PJ-0045
TT-0039,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"100,32",sim,JG-0050;TT-0051
JG-0043,Cabo de freio de mão,Freio,Jaraguá,,"73,67",sim,PJ-0051
TT-0040,Flexível de freio dianteiro,Freio,Tietê,Dianteira direita,"316,34",sim,AN-0051;VG-0029
PJ-0050,Pastilha de freio traseira,Freio,Pirajuçara,Traseira,"140,62",sim,IB-0060
PJ-0051,Cabo de freio de mão,Freio,Pirajuçara,,"286,04",sim,PJ-0037;TT-0038
IB-0043,Disco de freio dianteiro ventilado,Freio,Ibirapuera,Dianteira,"275,14",sim,JG-0052;AN-0062
IB-0044,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"299,30",sim,IB-0030
TT-0041,Disco de freio traseiro sólido,Freio,Tietê,Traseira,"215,88",sim,TT-0033;VG-0040
TT-0042,Pastilha de freio traseira,Freio,Tietê,Traseira,"235,47",sim,TT-0058
TT-0043,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"176,15",não,TT-0032;TT-0054
AN-0058,Cilindro de roda traseiro,Freio,Anhembi,Traseira,"216,92",sim,TT-0049
JG-0044,Flexível de freio dianteiro,Freio,Jaraguá,Dianteira direita,"258,12",não,AN-0050;TT-0050
PJ-0052,Pastilha de freio dianteira,Freio,Pirajuçara,Dianteira,"194,09",sim,JG-0050;PJ-0048
TT-0044,Disco de freio traseiro sólido,Freio,Tietê,Traseira,"218,70",sim,PJ-0038;TT-0030
PJ-0053,Flexível de freio dianteiro,Freio,Pirajuçara,Dianteira direita,"175,82",sim,AN-0050;JG-0044
AN-0059,Disco de freio traseiro sólido,Freio,Anhembi,Traseira,"75,32",sim,PJ-0054;IB-0059
VG-0034,Cilindro de roda traseiro,Freio,Vergueiro,Traseira,"81,76",sim,PJ-0058
IB-0045,Pastilha de freio dianteira,Freio,Ibirapuera,Dianteira,"186,66",sim,IB-0035
VG-0035,Cabo de freio de mão,Freio,Vergueiro,,"271,45",sim,IB-0038
IB-0046,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"179,32",sim,VG-0030
TT-0045,Cilindro de roda traseiro,Freio,Tietê,Traseira,"126,25",sim,AN-0045
TT-0046,Disco de freio dianteiro ventilado,Freio,Tietê,Dianteira,"181,43",sim,IB-0043;JG-0031
JG-0045,Pastilha de freio dianteira,Freio,Jaraguá,Dianteira,"219,55",sim,TT-0043
IB-0047,Flexível de freio dianteiro,Freio,Ibirapuera,Dianteira esquerda,"170,53",sim,AN-0057;JG-0040
VG-0036,Disco de freio traseiro sólido,Freio,Vergueiro,Traseira,"274,03",sim,IB-0037;TT-0030
TT-0047,Flexível de freio dianteiro,Freio,Tietê,Dianteira esquerda,"282,88",sim,JG-0040;IB-0057
TT-0048,Pastilha de freio traseira,Freio,Tietê,Traseira,"246,42",sim,IB-0050;PJ-0050
JG-0046,Cabo de freio de mão,Freio,Jaraguá,,"315,25",sim,VG-0041
IB-0048,Disco de freio traseiro sólido,Freio,Ibirapuera,Traseira,"156,33",sim,VG-0031;TT-0060
TT-0049,Cilindro de roda traseiro,Freio,Tietê,Traseira,"295,99",sim,AN-0060
JG-0047,Pastilha de freio dianteira,Freio,Jaraguá,Dianteira,"200,31",sim,TT-0051;JG-0045
IB-0049,Disco de freio dianteiro ventilado,Freio,Ibirapuera,Dianteira,"107,59",não,PJ-0055
TT-0050,Flexível de freio dianteiro,Freio,Tietê,Dianteira direita,"72,88",sim,VG-0029;JG-0044
IB-0050,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"110,58",sim,AN-0052
IB-0051,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"208,53",sim,JG-0030;IB-0040
IB-0052,Cabo de freio de mão,Freio,Ibirapuera,,"226,33",sim,VG-0035;AN-0047
IB-0053,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"139,40",sim,JG-0036;VG-0030
IB-0054,Cabo de freio de mão,Freio,Ibirapuera,,"187,00",sim,IB-0058;PJ-0051
AN-0060,Cilindro de roda traseiro,Freio,Anhembi,Traseira,"72,29",sim,AN-0058;PJ-0058
PJ-0054,Disco de freio traseiro sólido,Freio,Pirajuçara,Traseira,"128,99",sim,IB-0059;AN-0046
TT-0051,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"282,66",sim,AN-0044;TT-0052
PJ-0055,Disco de freio dianteiro ventilado,Freio,Pirajuçara,Dianteira,"62,48",sim,TT-0046
PJ-0056,Flexível de freio dianteiro,Freio,Pirajuçara,Dianteira esquerda,"111,08",sim,AN-0057;IB-0047
VG-0037,Pastilha de freio dianteira,Freio,Vergueiro,Dianteira,"298,59",sim,JG-0053;IB-0031
VG-0038,Cabo de freio de mão,Freio,Vergueiro,,"114,10",sim,VG-0027
VG-0039,Flexível de freio dianteiro,Freio,Vergueiro,Dianteira direita,"147,67",sim,AN-0063;VG-0029
IB-0055,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"137,38",sim,PJ-0061;TT-0035
TT-0052,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"238,70",sim,VG-0037
JG-0048,Cabo de freio de mão,Freio,Jaraguá,,"95,04",não,VG-0038
TT-0053,Cilindro de roda traseiro,Freio,Tietê,Traseira,"225,61",sim,IB-0041;AN-0045
AN-0061,Pastilha de freio traseira,Freio,Anhembi,Traseira,"208,29",sim,TT-0058;TT-0048
JG-0049,Disco de freio traseiro sólido,Freio,Jaraguá,Traseira,"320,01",sim,PJ-0038
AN-0062,Disco de freio dianteiro ventilado,Freio,Anhembi,Dianteira,"279,42",sim,TT-0046;JG-0051
AN-0063,Flexível de freio dianteiro,Freio,Anhembi,Dianteira direita,"314,24",não,PJ-0060;PJ-0053
JG-0050,Pastilha de freio dianteira,Freio,Jaraguá,Dianteira,"92,88",sim,JG-0054
IB-0056,Flexível de freio dianteiro,Freio,Ibirapuera,Dianteira esquerda,"89,71",sim,IB-0057
JG-0051,Disco de freio dianteiro ventilado,Freio,Jaraguá,Dianteira,"60,68",sim,JG-0042
VG-0040,Disco de freio traseiro sólido,Freio,Vergueiro,Traseira,"148,70",sim,AN-0059
PJ-0057,Cilindro de roda traseiro,Freio,Pirajuçara,Traseira,"203,50",sim,TT-0045;AN-0069
VG-0041,Cabo de freio de mão,Freio,Vergueiro,,"134,47",sim,JG-0046
TT-0054,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"101,06",não,JG-0053;VG-0037
TT-0055,Pastilha de freio traseira,Freio,Tietê,Traseira,"117,19",sim,TT-0058;PJ-0040
IB-0057,Flexível de freio dianteiro,Freio,Ibirapuera,Dianteira esquerda,"123,38",sim,JG-0056
JG-0052,Disco de freio dianteiro ventilado,Freio,Jaraguá,Dianteira,"248,25",sim,JG-0031
JG-0053,Pastilha de freio dianteira,Freio,Jaraguá,Dianteira,"257,13",sim,TT-0052
PJ-0058,Cilindro de roda traseiro,Freio,Pirajuçara,Traseira,"197,96",não,VG-0042
AN-0064,Disco de freio dianteiro ventilado,Freio,Anhembi,Dianteira,"164,61",sim,JG-0051
TT-0056,Cabo de freio de mão,Freio,Tietê,,"327,86",não,PJ-0047;JG-0046
PJ-0059,Disco de freio traseiro sólido,Freio,Pirajuçara,Traseira,"63,84",sim,JG-0029
IB-0058,Cabo de freio de mão,Freio,Ibirapuera,,"209,35",sim,PJ-0047;JG-0048
TT-0057,Disco de freio dianteiro ventilado,Freio,Tietê,Dianteira,"329,83",sim,AN-0042;IB-0034
JG-0054,Pastilha de freio dianteira,Freio,Jaraguá,Dianteira,"158,27",sim,VG-0045;TT-0039
VG-0042,Cilindro de roda traseiro,Freio,Vergueiro,Traseira,"148,66",sim,AN-0058
IB-0059,Disco de freio traseiro sólido,Freio,Ibirapuera,Traseira,"213,20",sim,VG-0031
AN-0065,Flexível de freio dianteiro,Freio,Anhembi,Dianteira esquerda,"320,80",sim,PJ-0041
IB-0060,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"243,49",sim,VG-0044;AN-0052
JG-0055,Disco de freio dianteiro ventilado,Freio,Jaraguá,Dianteira,"159,20",sim,PJ-0055
AN-0066,Pastilha de freio traseira,Freio,Anhembi,Traseira,"256,30",sim,JG-0039
JG-0056,Flexível de freio dianteiro,Freio,Jaraguá,Dianteira esquerda,"227,35",sim,PJ-0041
AN-0067,Disco de freio traseiro sólido,Freio,Anhembi,Traseira,"336,35",sim,TT-0033
TT-0058,Pastilha de freio traseira,Freio,Tietê,Traseira,"220,74",não,JG-0027
AN-0068,Disco de freio traseiro sólido,Freio,Anhembi,Traseira,"121,83",sim,IB-0048;TT-0030
AN-0069,Cilindro de roda traseiro,Freio,Anhembi,Traseira,"279,86",sim,AN-0041
VG-0043,Cabo de freio de mão,Freio,Vergueiro,,"313,50",sim,PJ-0043
PJ-0060,Flexível de freio dianteiro,Freio,Pirajuçara,Dianteira direita,"212,63",não,PJ-0053;AN-0048
TT-0059,Pastilha de freio dianteira,Freio,Tietê,Dianteira,"255,18",sim,JG-0025;TT-0052
PJ-0061,Pastilha de freio traseira,Freio,Pirajuçara,Traseira,"75,44",não,IB-0050;JG-0039
IB-0061,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"210,28",sim,JG-0033;AN-0060
JG-0057,Disco de freio dianteiro ventilado,Freio,Jaraguá,Dianteira,"225,30",sim,JG-0031
TT-0060,Disco de freio traseiro sólido,Freio,Tietê,Traseira,"328,46",sim,IB-0059;TT-0044
TT-0061,Cabo de freio de mão,Freio,Tietê,,"142,30",sim,IB-0052
IB-0062,Cabo de freio de mão,Freio,Ibirapuera,,"109,09",sim,VG-0038;IB-0058
IB-0063,Disco de freio dianteiro ventilado,Freio,Ibirapuera,Dianteira,"147,77",sim,AN-0042
IB-0064,Disco de freio traseiro sólido,Freio,Ibirapuera,Traseira,"73,92",sim,IB-0059;PJ-0054
VG-0044,Pastilha de freio traseira,Freio,Vergueiro,Traseira,"275,12",sim,PJ-0040;JG-0036
AN-0070,Cilindro de roda traseiro,Freio,Anhembi,Traseira,"187,63",sim,PJ-0046;AN-0060
VG-0045,Pastilha de freio dianteira,Freio,Vergueiro,Dianteira,"245,75",sim,VG-0037;JG-0028
IB-0065,Cilindro de roda traseiro,Freio,Ibirapuera,Traseira,"230,41",sim,IB-0040;PJ-0046
PJ-0062,Cabo de freio de mão,Freio,Pirajuçara,,"290,53",sim,VG-0035
IB-0066,Pastilha de freio traseira,Freio,Ibirapuera,Traseira,"251,62",sim,IB-0033;PJ-0061
VG-0046,Disco de freio dianteiro ventilado,Freio,Vergueiro,Dianteira,"133,75",sim,JG-0031
TT-0062,Kit de embreagem completo,Embreagem,Tietê,,"720,12",sim,VG-0054
AN-0071,Disco de embreagem,Embreagem,Anhembi,,"886,14",sim,IB-0080
AN-0072,Rolamento de embreagem,Embreagem,Anhembi,,"869,93",sim,PJ-0080
AN-0073,Cabo de embreagem,Embreagem,Anhembi,,"429,26",sim,IB-0072;TT-0075
TT-0063,Platô de embreagem,Embreagem,Tietê,,"636,91",sim,TT-0067;VG-0067
AN-0074,Cabo de embreagem,Embreagem,Anhembi,,"592,55",não,AN-0080
IB-0067,Platô de embreagem,Embreagem,Ibirapuera,,"767,61",sim,PJ-0085
IB-0068,Kit de embreagem completo,Embreagem,Ibirapuera,,"418,53",sim,JG-0061;TT-0072
IB-0069,Rolamento de embreagem,Embreagem,Ibirapuera,,"612,53",não,VG-0062;PJ-0080
IB-0070,Kit de embreagem completo,Embreagem,Ibirapuera,,"541,97",sim,AN-0083
AN-0075,Disco de embreagem,Embreagem,Anhembi,,"318,76",sim,JG-0058
TT-0064,Rolamento de embreagem,Embreagem,Tietê,,"392,75",não,AN-0072;PJ-0084
VG-0047,Cabo de embreagem,Embreagem,Vergueiro,,"398,85",sim,IB-0077
TT-0065,Disco de embreagem,Embreagem,Tietê,,"458,22",sim,AN-0091
PJ-0063,Cabo de embreagem,Embreagem,Pirajuçara,,"346,44",sim,AN-0084
AN-0076,Kit de embreagem completo,Embreagem,Anhembi,,"366,46",sim,JG-0069
IB-0071,Platô de embreagem,Embreagem,Ibirapuera,,"696,62",sim,VG-0067
PJ-0064,Rolamento de embreagem,Embreagem,Pirajuçara,,"524,38",sim,JG-0068;IB-0084
VG-0048,Rolamento de embreagem,Embreagem,Vergueiro,,"709,79",sim,AN-0081;TT-0079
AN-0077,Kit de embreagem completo,Embreagem,Anhembi,,"624,86",não,AN-0076
AN-0078,Cabo de embreagem,Embreagem,Anhembi,,"709,77",sim,VG-0072
JG-0058,Disco de embreagem,Embreagem,Jaraguá,,"503,43",sim,IB-0090
PJ-0065,Platô de embreagem,Embreagem,Pirajuçara,,"613,33",sim,AN-0093;VG-0073
TT-0066,Platô de embreagem,Embreagem,Tietê,,"698,77",sim,TT-0067
VG-0049,Kit de embreagem completo,Embreagem,Vergueiro,,"759,93",sim,PJ-0070;TT-0072
AN-0079,Disco de embreagem,Embreagem,Anhembi,,"320,71",não,IB-0086;IB-0075
JG-0059,Rolamento de embreagem,Embreagem,Jaraguá,,"501,15",sim,IB-0084;PJ-0067
JG-0060,Cabo de embreagem,Embreagem,Jaraguá,,"468,07",sim,VG-0061;VG-0055
PJ-0066,Disco de embreagem,Embreagem,Pirajuçara,,"692,39",sim,AN-0089;PJ-0076
JG-0061,Kit de embreagem completo,Embreagem,Jaraguá,,"292,31",sim,AN-0086
IB-0072,Cabo de embreagem,Embreagem,Ibirapuera,,"323,42",sim,IB-0082;IB-0089
PJ-0067,Rolamento de embreagem,Embreagem,Pirajuçara,,"312,12",sim,JG-0059;IB-0084
VG-0050,Platô de embreagem,Embreagem,Vergueiro,,"447,70",sim,JG-0077
AN-0080,Cabo de embreagem,Embreagem,Anhembi,,"880,20",sim,IB-0077;VG-0061
IB-0073,Kit de embreagem completo,Embreagem,Ibirapuera,,"583,70",não,IB-0099;JG-0061
AN-0081,Rolamento de embreagem,Embreagem,Anhembi,,"696,19",sim,JG-0059
VG-0051,Disco de embreagem,Embreagem,Vergueiro,,"324,02",sim,AN-0071
AN-0082,Cabo de embreagem,Embreagem,Anhembi,,"360,33",sim,AN-0074;TT-0075
TT-0067,Platô de embreagem,Embreagem,Tietê,,"270,82",sim,AN-0093;TT-0073
PJ-0068,Kit de embreagem completo,Embreagem,Pirajuçara,,"455,33",não,TT-0062
TT-0068,Disco de embreagem,Embreagem,Tietê,,"573,65",sim,JG-0072;PJ-0083
VG-0052,Rolamento de embreagem,Embreagem,Vergueiro,,"227,65",sim,TT-0064;TT-0079
JG-0062,Disco de embreagem,Embreagem,Jaraguá,,"672,10",sim,VG-0074
AN-0083,Kit de embreagem completo,Embreagem,Anhembi,,"258,21",sim,IB-0095
IB-0074,Platô de embreagem,Embreagem,Ibirapuera,,"546,47",não,VG-0073;JG-0066
TT-0069,Rolamento de embreagem,Embreagem,Tietê,,"743,69",sim,PJ-0080
VG-0053,Cabo de embreagem,Embreagem,Vergueiro,,"472,69",sim,IB-0088
JG-0063,Platô de embreagem,Embreagem,Jaraguá,,"233,97",sim,TT-0067
IB-0075,Disco de embreagem,Embreagem,Ibirapuera,,"881,97",sim,PJ-0066
AN-0084,Cabo de embreagem,Embreagem,Anhembi,,"751,63",sim,VG-0055
IB-0076,Rolamento de embreagem,Embreagem,Ibirapuera,,"472,53",sim,IB-0096;TT-0076
JG-0064,Kit de embreagem completo,Embreagem,Jaraguá,,"760,28",sim,AN-0076
PJ-0069,Platô de embreagem,Embreagem,Pirajuçara,,"252,19",sim,TT-0073;VG-0050
JG-0065,Rolamento de embreagem,Embreagem,Jaraguá,,"548,39",sim,IB-0069;PJ-0080
IB-0077,Cabo de embreagem,Embreagem,Ibirapuera,,"453,39",não,IB-0085
VG-0054,Kit de embreagem completo,Embreagem,Vergueiro,,"727,29",sim,IB-0081
TT-0070,Disco de embreagem,Embreagem,Tietê,,"611,66",sim,JG-0072
IB-0078,Platô de embreagem,Embreagem,Ibirapuera,,"680,13",não,VG-0063
AN-0085,Rolamento de embreagem,Embreagem,Anhembi,,"319,10",sim,VG-0060;AN-0072
AN-0086,Kit de embreagem completo,Embreagem,Anhembi,,"397,73",sim,VG-0054;IB-0099
IB-0079,Cabo de embreagem,Embreagem,Ibirapuera,,"409,34",não,TT-0075;VG-0053
IB-0080,Disco de embreagem,Embreagem,Ibirapuera,,"667,13",não,AN-0079;TT-0070
JG-0066,Platô de embreagem,Embreagem,Jaraguá,,"692,93",sim,VG-0067
VG-0055,Cabo de embreagem,Embreagem,Vergueiro,,"760,68",sim,IB-0089;IB-0091
VG-0056,Disco de embreagem,Embreagem,Vergueiro,,"418,76",sim,AN-0079
VG-0057,Rolamento de embreagem,Embreagem,Vergueiro,,"761,56",sim,VG-0064
PJ-0070,Kit de embreagem completo,Embreagem,Pirajuçara,,"359,06",sim,IB-0068
JG-0067,Platô de embreagem,Embreagem,Jaraguá,,"856,44",não,JG-0070
VG-0058,Kit de embreagem completo,Embreagem,Vergueiro,,"821,63",não,IB-0099
VG-0059,Cabo de embreagem,Embreagem,Vergueiro,,"614,93",não,VG-0071;VG-0065
PJ-0071,Rolamento de embreagem,Embreagem,Pirajuçara,,"611,31",não,AN-0095
VG-0060,Rolamento de embreagem,Embreagem,Vergueiro,,"420,63",sim,PJ-0080;IB-0084
AN-0087,Disco de embreagem,Embreagem,Anhembi,,"287,35",sim,AN-0075
IB-0081,Kit de embreagem completo,Embreagem,Ibirapuera,,"729,74",sim,TT-0081;TT-0072
IB-0082,Cabo de embreagem,Embreagem,Ibirapuera,,"263,66",sim,VG-0053;AN-0094
IB-0083,Platô de embreagem,Embreagem,Ibirapuera,,"764,98",sim,VG-0050
AN-0088,Disco de embreagem,Embreagem,Anhembi,,"308,80",sim,AN-0075;VG-0074
PJ-0072,Cabo de embreagem,Embreagem,Pirajuçara,,"531,92",sim,AN-0082
JG-0068,Rolamento de embreagem,Embreagem,Jaraguá,,"736,38",sim,TT-0074;AN-0081
PJ-0073,Platô de embreagem,Embreagem,Pirajuçara,,"724,62",sim,IB-0074
JG-0069,Kit de embreagem completo,Embreagem,Jaraguá,,"813,49",sim,AN-0083;VG-0058
IB-0084,Rolamento de embreagem,Embreagem,Ibirapuera,,"779,34",sim,PJ-0064;VG-0075
JG-0070,Platô de embreagem,Embreagem,Jaraguá,,"290,84",sim,JG-0074
IB-0085,Cabo de embreagem,Embreagem,Ibirapuera,,"303,94",sim,VG-0047
AN-0089,Disco de embreagem,Embreagem,Anhembi,,"465,41",sim,AN-0071
PJ-0074,Kit de embreagem completo,Embreagem,Pirajuçara,,"652,62",sim,AN-0096;AN-0077
IB-0086,Disco de embreagem,Embreagem,Ibirapuera,,"334,52",sim,AN-0075;JG-0058
TT-0071,Rolamento de embreagem,Embreagem,Tietê,,"844,65",sim,VG-0062
VG-0061,Cabo de embreagem,Embreagem,Vergueiro,,"422,96",sim,JG-0071;VG-0059
AN-0090,Platô de embreagem,Embreagem,Anhembi,,"573,71",sim,JG-0066;PJ-0065
IB-0087,Disco de embreagem,Embreagem,Ibirapuera,,"559,15",sim,JG-0072;AN-0075
IB-0088,Cabo de embreagem,Embreagem,Ibirapuera,,"345,07",sim,IB-0091;JG-0071
TT-0072,Kit de embreagem completo,Embreagem,Tietê,,"863,04",sim,PJ-0068
VG-0062,Rolamento de embreagem,Embreagem,Vergueiro,,"471,13",sim,PJ-0080;VG-0060
PJ-0075,Rolamento de embreagem,Embreagem,Pirajuçara,,"375,96",sim,VG-0052;PJ-0064
VG-0063,Platô de embreagem,Embreagem,Vergueiro,,"312,64",sim,AN-0090;JG-0063
PJ-0076,Disco de embreagem,Embreagem,Pirajuçara,,"289,40",sim,PJ-0081;IB-0097
IB-0089,Cabo de embreagem,Embreagem,Ibirapuera,,"303,78",sim,VG-0065;JG-0071
TT-0073,Platô de embreagem,Embreagem,Tietê,,"726,88",sim,JG-0070
AN-0091,Disco de embreagem,Embreagem,Anhembi,,"286,32",sim,AN-0071;AN-0079
JG-0071,Cabo de embreagem,Embreagem,Jaraguá,,"280,13",sim,IB-0089
VG-0064,Rolamento de embreagem,Embreagem,Vergueiro,,"720,01",sim,PJ-0071
PJ-0077,Platô de embreagem,Embreagem,Pirajuçara,,"582,52",sim,AN-0090
JG-0072,Disco de embreagem,Embreagem,Jaraguá,,"263,72",sim,TT-0068;JG-0062
VG-0065,Cabo de embreagem,Embreagem,Vergueiro,,"815,23",sim,IB-0089
VG-0066,Kit de embreagem completo,Embreagem,Vergueiro,,"612,69",sim,AN-0077;PJ-0082
IB-0090,Disco de embreagem,Embreagem,Ibirapuera,,"842,59",sim,IB-0092;AN-0075
VG-0067,Platô de embreagem,Embreagem,Vergueiro,,"378,47",sim,JG-0074;PJ-0065
IB-0091,Cabo de embreagem,Embreagem,Ibirapuera,,"613,94",sim,VG-0053
PJ-0078,Kit de embreagem completo,Embreagem,Pirajuçara,,"748,50",sim,IB-0081
PJ-0079,Rolamento de embreagem,Embreagem,Pirajuçara,,"825,45",sim,VG-0064;TT-0064
AN-0092,Rolamento de embreagem,Embreagem,Anhembi,,"737,82",não,PJ-0084
IB-0092,Disco de embreagem,Embreagem,Ibirapuera,,"273,78",sim,IB-0080;PJ-0066
AN-0093,Platô de embreagem,Embreagem,Anhembi,,"245,06",sim,IB-0074;VG-0073
VG-0068,Kit de embreagem completo,Embreagem,Vergueiro,,"385,05",sim,AN-0077;JG-0061
JG-0073,Kit de embreagem completo,Embreagem,Jaraguá,,"334,74",sim,IB-0081
JG-0074,Platô de embreagem,Embreagem,Jaraguá,,"415,61",sim,TT-0066;VG-0073
AN-0094,Cabo de embreagem,Embreagem,Anhembi,,"259,77",sim,IB-0077;VG-0055
PJ-0080,Rolamento de embreagem,Embreagem,Pirajuçara,,"698,12",sim,VG-0060
IB-0093,Disco de embreagem,Embreagem,Ibirapuera,,"429,64",sim,AN-0075;IB-0098
IB-0094,Platô de embreagem,Embreagem,Ibirapuera,,"500,25",não,JG-0063
VG-0069,Cabo de embreagem,Embreagem,Vergueiro,,"722,68",sim,AN-0074;IB-0082
AN-0095,Rolamento de embreagem,Embreagem,Anhembi,,"363,69",sim,VG-0052;PJ-0067
VG-0070,Kit de embreagem completo,Embreagem,Vergueiro,,"246,78",sim,PJ-0068;AN-0086
PJ-0081,Disco de embreagem,Embreagem,Pirajuçara,,"647,24",sim,AN-0075
VG-0071,Cabo de embreagem,Embreagem,Vergueiro,,"679,73",sim,VG-0047;PJ-0072
TT-0074,Rolamento de embreagem,Embreagem,Tietê,,"598,46",sim,TT-0064;PJ-0084
IB-0095,Kit de embreagem completo,Embreagem,Ibirapuera,,"267,99",sim,VG-0054
JG-0075,Platô de embreagem,Embreagem,Jaraguá,,"869,38",sim,PJ-0077;VG-0050
IB-0096,Rolamento de embreagem,Embreagem,Ibirapuera,,"573,78",sim,TT-0076
IB-0097,Disco de embreagem,Embreagem,Ibirapuera,,"558,42",sim,TT-0065;JG-0062
AN-0096,Kit de embreagem completo,Embreagem,Anhembi,,"671,18",sim,PJ-0078
JG-0076,Platô de embreagem,Embreagem,Jaraguá,,"444,54",sim,IB-0094
TT-0075,Cabo de embreagem,Embreagem,Tietê,,"451,76",sim,PJ-0072;VG-0071
TT-0076,Rolamento de embreagem,Embreagem,Tietê,,"381,25",sim,PJ-0079;AN-0092
VG-0072,Cabo de embreagem,Embreagem,Vergueiro,,"393,98",sim,VG-0071;IB-0089
VG-0073,Platô de embreagem,Embreagem,Vergueiro,,"462,58",sim,TT-0078;TT-0073
PJ-0082,Kit de embreagem completo,Embreagem,Pirajuçara,,"831,09",sim,VG-0049;IB-0070
VG-0074,Disco de embreagem,Embreagem,Vergueiro,,"368,79",sim,AN-0088
VG-0075,Rolamento de embreagem,Embreagem,Vergueiro,,"262,82",sim,PJ-0079
TT-0077,Cabo de embreagem,Embreagem,Tietê,,"601,31",sim,AN-0082;PJ-0072
PJ-0083,Disco de embreagem,Embreagem,Pirajuçara,,"591,11",sim,VG-0051;PJ-0066
TT-0078,Platô de embreagem,Embreagem,Tietê,,"735,73",sim,TT-0063
IB-0098,Disco de embreagem,Embreagem,Ibirapuera,,"633,07",sim,PJ-0081
PJ-0084,Rolamento de embreagem,Embreagem,Pirajuçara,,"554,12",sim,PJ-0075
JG-0077,Platô de embreagem,Embreagem,Jaraguá,,"253,13",sim,IB-0078;JG-0066
IB-0099,Kit de embreagem completo,Embreagem,Ibirapuera,,"297,60",sim,IB-0070;TT-0072
TT-0079,Rolamento de embreagem,Embreagem,Tietê,,"557,47",não,IB-0076;PJ-0067
TT-0080,Cabo de embreagem,Embreagem,Tietê,,"867,58",sim,JG-0060;VG-0065
PJ-0085,Platô de embreagem,Embreagem,Pirajuçara,,"824,60",sim,JG-0075
TT-0081,Kit de embreagem completo,Embreagem,Tietê,,"353,65",sim,PJ-0082
IB-0100,Retentor de câmbio,Transmissão,Ibirapuera,,"273,72",sim,JG-0090;PJ-0087
AN-0097,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"247,28",sim,TT-0098;JG-0079
TT-0082,Coifa da homocinética,Transmissão,Tietê,Dianteira direita,"574,52",sim,JG-0082
PJ-0086,Homocinética dianteira,Transmissão,Pirajuçara,Dianteira direita,"380,08",sim,VG-0092;AN-0099
JG-0078,Coifa da homocinética,Transmissão,Jaraguá,Dianteira direita,"400,04",sim,AN-0116;TT-0083
AN-0098,Retentor de câmbio,Transmissão,Anhembi,,"394,03",não,IB-0121
JG-0079,Sincronizador de 2ª e 3ª marcha,Transmissão,Jaraguá,,"215,21",sim,IB-0109
AN-0099,Homocinética dianteira,Transmissão,Anhembi,Dianteira direita,"376,70",sim,AN-0119
PJ-0087,Retentor de câmbio,Transmissão,Pirajuçara,,"449,42",sim,JG-0090;IB-0114
TT-0083,Coifa da homocinética,Transmissão,Tietê,Dianteira direita,"476,26",sim,IB-0112;JG-0095
AN-0100,Sincronizador de 2ª e 3ª marcha,Transmissão,Anhembi,,"536,77",sim,AN-0108
IB-0101,Coxim do câmbio,Transmissão,Ibirapuera,,"256,40",sim,PJ-0088
VG-0076,Homocinética dianteira,Transmissão,Vergueiro,Dianteira direita,"156,62",sim,AN-0107
AN-0101,Coifa da homocinética,Transmissão,Anhembi,Dianteira direita,"374,74",sim,IB-0112;AN-0123
JG-0080,Retentor de câmbio,Transmissão,Jaraguá,,"569,46",sim,TT-0096;PJ-0090
AN-0102,Coxim do câmbio,Transmissão,Anhembi,,"388,89",sim,TT-0097;VG-0100
TT-0084,Sincronizador de 2ª e 3ª marcha,Transmissão,Tietê,,"351,57",sim,TT-0098;JG-0093
JG-0081,Coxim do câmbio,Transmissão,Jaraguá,,"181,37",sim,VG-0094
