codigo_peca,montadora,modelo,geracao,ano_inicio,ano_fim,motor
VG-0027,Volkswagen,Voyage,2ª geração,2012,2016,1.6 16V MSI EA111
VG-0027,Volkswagen,Voyage,Facelift,2016,2019,1.0 12V MPI EA111
VG-0027,Volkswagen,Voyage,Facelift,2016,2019,1.6 16V MSI EA111
VG-0027,Volkswagen,Voyage,Final,2019,2023,1.0 12V MPI EA211
VG-0027,Volkswagen,Voyage,Final,2019,2023,1.6 16V MSI EA211
PJ-0039,Volkswagen,Voyage,1ª geração,2008,2012,1.0 8V EA111
PJ-0039,Volkswagen,Voyage,1ª geração,2008,2012,1.6 8V EA111
PJ-0039,Volkswagen,Voyage,2ª geração,2012,2016,1.0 12V MPI EA111
PJ-0039,Volkswagen,Voyage,2ª geração,2012,2016,1.6 16V MSI EA111
PJ-0039,Volkswagen,Voyage,Facelift,2016,2019,1.0 12V MPI EA111
PJ-0039,Volkswagen,Voyage,Facelift,2016,2019,1.6 16V MSI EA111
PJ-0039,Volkswagen,Voyage,Final,2019,2023,1.0 12V MPI EA211
PJ-0039,Volkswagen,Voyage,Final,2019,2023,1.6 16V MSI EA211
TT-0032,Volkswagen,Voyage,1ª geração,2008,2012,1.0 8V EA111
TT-0032,Volkswagen,Voyage,1ª geração,2008,2012,1.6 8V EA111
TT-0032,Volkswagen,Voyage,2ª geração,2012,2016,1.0 12V MPI EA111
TT-0032,Volkswagen,Voyage,2ª geração,2012,2016,1.6 16V MSI EA111
TT-0032,Volkswagen,Voyage,Facelift,2016,2019,1.0 12V MPI EA111
TT-0032,Volkswagen,Voyage,Facelift,2016,2019,1.6 16V MSI EA111
TT-0032,Volkswagen,Voyage,Final,2019,2023,1.0 12V MPI EA211
TT-0032,Volkswagen,Voyage,Final,2019,2023,1.6 16V MSI EA211
TT-0033,Volkswagen,Saveiro,G5,2009,2013,1.6 8V EA111
TT-0033,Volkswagen,Saveiro,G5,2009,2013,1.6 16V EA111
TT-0033,Volkswagen,Saveiro,G6,2013,2016,1.0 12V MPI EA111
TT-0033,Volkswagen,Saveiro,G6,2013,2016,1.6 16V MSI EA111
TT-0033,Volkswagen,Saveiro,G7,2016,2021,1.6 16V MSI EA211
TT-0033,Volkswagen,Saveiro,G7,2016,2021,1.6 20V TSI EA211
TT-0033,Volkswagen,Saveiro,Atual,2021,2023,1.6 16V MSI EA211
TT-0033,Volkswagen,Saveiro,Atual,2021,2023,1.6 20V TSI EA211
PJ-0040,Volkswagen,Saveiro,G5,2009,2013,1.6 8V EA111
PJ-0040,Volkswagen,Saveiro,G5,2009,2013,1.6 16V EA111
PJ-0040,Volkswagen,Saveiro,G6,2013,2016,1.0 12V MPI EA111
PJ-0040,Volkswagen,Saveiro,G6,2013,2016,1.6 16V MSI EA111
PJ-0040,Volkswagen,Saveiro,G7,2016,2021,1.6 16V MSI EA211
PJ-0040,Volkswagen,Saveiro,G7,2016,2021,1.6 20V TSI EA211
PJ-0040,Volkswagen,Saveiro,Atual,2021,2023,1.6 16V MSI EA211
PJ-0040,Volkswagen,Saveiro,Atual,2021,2023,1.6 20V TSI EA211
AN-0043,Volkswagen,Saveiro,G5,2009,2013,1.6 8V EA111
AN-0043,Volkswagen,Saveiro,G5,2009,2013,1.6 16V EA111
AN-0043,Volkswagen,Saveiro,G6,2013,2016,1.0 12V MPI EA111
AN-0043,Volkswagen,Saveiro,G6,2013,2016,1.6 16V MSI EA111
AN-0043,Volkswagen,Saveiro,G7,2016,2021,1.6 16V MSI EA211
AN-0043,Volkswagen,Saveiro,G7,2016,2021,1.6 20V TSI EA211
AN-0043,Volkswagen,Saveiro,Atual,2021,2023,1.6 16V MSI EA211
AN-0043,Volkswagen,Saveiro,Atual,2021,2023,1.6 20V TSI EA211
AN-0044,Volkswagen,Saveiro,G5,2009,2013,1.6 8V EA111
AN-0044,Volkswagen,Saveiro,G5,2009,2013,1.6 16V EA111
AN-0044,Volkswagen,Saveiro,G6,2013,2016,1.0 12V MPI EA111
AN-0044,Volkswagen,Saveiro,G6,2013,2016,1.6 16V MSI EA111
AN-0044,Volkswagen,Saveiro,G7,2016,2021,1.6 16V MSI EA211
AN-0044,Volkswagen,Saveiro,G7,2016,2021,1.6 20V TSI EA211
AN-0044,Volkswagen,Saveiro,Atual,2021,2023,1.6 16V MSI EA211
AN-0044,Volkswagen,Saveiro,Atual,2021,2023,1.6 20V TSI EA211
AN-0045,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
AN-0045,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
AN-0045,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
AN-0045,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
AN-0045,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
AN-0045,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
AN-0045,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
AN-0045,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
AN-0045,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
JG-0027,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
JG-0027,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
JG-0027,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
JG-0027,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
JG-0027,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
JG-0027,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
JG-0027,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
JG-0027,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
JG-0027,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
AN-0046,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
AN-0046,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
AN-0046,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
AN-0046,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
AN-0046,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
AN-0046,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
AN-0046,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
AN-0046,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
AN-0046,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
IB-0035,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
IB-0035,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
IB-0035,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
IB-0035,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
IB-0035,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
IB-0035,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
IB-0035,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
IB-0035,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
IB-0035,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
VG-0028,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
VG-0028,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
VG-0028,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
VG-0028,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
VG-0028,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
VG-0028,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
VG-0028,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
VG-0028,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
VG-0028,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
VG-0029,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
VG-0029,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
VG-0029,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
VG-0029,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
VG-0029,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
VG-0029,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
VG-0029,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
VG-0029,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
VG-0029,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
AN-0047,Volkswagen,Polo,1ª geração BR,2002,2007,1.6 8V EA111
AN-0047,Volkswagen,Polo,1ª geração BR,2002,2007,1.8 20V Turbo EA111
AN-0047,Volkswagen,Polo,2ª geração BR,2007,2014,1.6 8V EA111
AN-0047,Volkswagen,Polo,2ª geração BR,2007,2014,2.0 8V EA111
AN-0047,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V MPI EA211
AN-0047,Volkswagen,Polo,Novo Polo,2017,2020,1.0 12V TSI EA211
AN-0047,Volkswagen,Polo,Novo Polo,2017,2020,1.6 16V MSI EA211
AN-0047,Volkswagen,Polo,Atual,2020,2023,1.0 12V TSI EA211
AN-0047,Volkswagen,Polo,Atual,2020,2023,1.6 16V MSI EA211
VG-0030,Fiat,Palio,2ª geração,1996,2000,1.0 8V Fire
VG-0030,Fiat,Palio,2ª geração,1996,2000,1.6 16V
VG-0030,Fiat,Palio,Facelift,2001,2004,1.0 8V Fire
VG-0030,Fiat,Palio,Facelift,2001,2004,1.5 8V
VG-0030,Fiat,Palio,3ª geração,2004,2011,1.0 8V Fire
VG-0030,Fiat,Palio,3ª geração,2004,2011,1.4 8V Fire
VG-0030,Fiat,Palio,3ª geração,2004,2011,1.8 8V
VG-0030,Fiat,Palio,Atual,2012,2017,1.0 Fire Evo
VG-0030,Fiat,Palio,Atual,2012,2017,1.4 Fire Evo
JG-0028,Fiat,Palio,2ª geração,1996,2000,1.0 8V Fire
JG-0028,Fiat,Palio,2ª geração,1996,2000,1.6 16V
JG-0028,Fiat,Palio,Facelift,2001,2004,1.0 8V Fire
JG-0028,Fiat,Palio,Facelift,2001,2004,1.5 8V
JG-0028,Fiat,Palio,3ª geração,2004,2011,1.0 8V Fire
JG-0028,Fiat,Palio,3ª geração,2004,2011,1.4 8V Fire
JG-0028,Fiat,Palio,3ª geração,2004,2011,1.8 8V
JG-0028,Fiat,Palio,Atual,2012,2017,1.0 Fire Evo
JG-0028,Fiat,Palio,Atual,2012,2017,1.4 Fire Evo
PJ-0041,Fiat,Palio,2ª geração,1996,2000,1.0 8V Fire
PJ-0041,Fiat,Palio,2ª geração,1996,2000,1.6 16V
PJ-0041,Fiat,Palio,Facelift,2001,2004,1.0 8V Fire
PJ-0041,Fiat,Palio,Facelift,2001,2004,1.5 8V
PJ-0041,Fiat,Palio,3ª geração,2004,2011,1.0 8V Fire
PJ-0041,Fiat,Palio,3ª geração,2004,2011,1.4 8V Fire
PJ-0041,Fiat,Palio,3ª geração,2004,2011,1.8 8V
PJ-0041,Fiat,Palio,Atual,2012,2017,1.0 Fire Evo
PJ-0041,Fiat,Palio,Atual,2012,2017,1.4 Fire Evo
JG-0029,Fiat,Palio,2ª geração,1996,2000,1.0 8V Fire
JG-0029,Fiat,Palio,2ª geração,1996,2000,1.6 16V
JG-0029,Fiat,Palio,Facelift,2001,2004,1.0 8V Fire
JG-0029,Fiat,Palio,Facelift,2001,2004,1.5 8V
JG-0029,Fiat,Palio,3ª geração,2004,2011,1.0 8V Fire
JG-0029,Fiat,Palio,3ª geração,2004,2011,1.4 8V Fire
JG-0029,Fiat,Palio,3ª geração,2004,2011,1.8 8V
JG-0029,Fiat,Palio,Atual,2012,2017,1.0 Fire Evo
JG-0029,Fiat,Palio,Atual,2012,2017,1.4 Fire Evo
JG-0030,Fiat,Palio,2ª geração,1996,2000,1.0 8V Fire
JG-0030,Fiat,Palio,2ª geração,1996,2000,1.6 16V
JG-0030,Fiat,Palio,Facelift,2001,2004,1.0 8V Fire
JG-0030,Fiat,Palio,Facelift,2001,2004,1.5 8V
JG-0030,Fiat,Palio,3ª geração,2004,2011,1.0 8V Fire
JG-0030,Fiat,Palio,3ª geração,2004,2011,1.4 8V Fire
JG-0030,Fiat,Palio,3ª geração,2004,2011,1.8 8V
JG-0030,Fiat,Palio,Atual,2012,2017,1.0 Fire Evo
JG-0030,Fiat,Palio,Atual,2012,2017,1.4 Fire Evo
AN-0048,Fiat,Uno,Mille,2004,2010,1.0 8V Fire
AN-0048,Fiat,Uno,Mille,2004,2010,1.5 8V
AN-0048,Fiat,Uno,Novo Uno 1ª,2010,2014,1.0 8V Fire
AN-0048,Fiat,Uno,Novo Uno 1ª,2010,2014,1.4 8V Fire
AN-0048,Fiat,Uno,Novo Uno 2ª,2014,2021,1.0 Fire Evo
AN-0048,Fiat,Uno,Novo Uno 2ª,2014,2021,1.3 Firefly
AN-0048,Fiat,Uno,Atual,2021,2023,1.0 Firefly
AN-0048,Fiat,Uno,Atual,2021,2023,1.3 Firefly
JG-0031,Fiat,Uno,Mille,2004,2010,1.0 8V Fire
JG-0031,Fiat,Uno,Mille,2004,2010,1.5 8V
JG-0031,Fiat,Uno,Novo Uno 1ª,2010,2014,1.0 8V Fire
JG-0031,Fiat,Uno,Novo Uno 1ª,2010,2014,1.4 8V Fire
JG-0031,Fiat,Uno,Novo Uno 2ª,2014,2021,1.0 Fire Evo
JG-0031,Fiat,Uno,Novo Uno 2ª,2014,2021,1.3 Firefly
JG-0031,Fiat,Uno,Atual,2021,2023,1.0 Firefly
JG-0031,Fiat,Uno,Atual,2021,2023,1.3 Firefly
JG-0032,Fiat,Uno,Mille,2004,2010,1.0 8V Fire
JG-0032,Fiat,Uno,Mille,2004,2010,1.5 8V
JG-0032,Fiat,Uno,Novo Uno 1ª,2010,2014,1.0 8V Fire
JG-0032,Fiat,Uno,Novo Uno 1ª,2010,2014,1.4 8V Fire
JG-0032,Fiat,Uno,Novo Uno 2ª,2014,2021,1.0 Fire Evo
JG-0032,Fiat,Uno,Novo Uno 2ª,2014,2021,1.3 Firefly
JG-0032,Fiat,Uno,Atual,2021,2023,1.0 Firefly
JG-0032,Fiat,Uno,Atual,2021,2023,1.3 Firefly
JG-0033,Fiat,Uno,Mille,2004,2010,1.0 8V Fire
JG-0033,Fiat,Uno,Mille,2004,2010,1.5 8V
JG-0033,Fiat,Uno,Novo Uno 1ª,2010,2014,1.0 8V Fire
JG-0033,Fiat,Uno,Novo Uno 1ª,2010,2014,1.4 8V Fire
JG-0033,Fiat,Uno,Novo Uno 2ª,2014,2021,1.0 Fire Evo
JG-0033,Fiat,Uno,Novo Uno 2ª,2014,2021,1.3 Firefly
JG-0033,Fiat,Uno,Atual,2021,2023,1.0 Firefly
JG-0033,Fiat,Uno,Atual,2021,2023,1.3 Firefly
TT-0034,Fiat,Uno,Mille,2004,2010,1.0 8V Fire
TT-0034,Fiat,Uno,Mille,2004,2010,1.5 8V
TT-0034,Fiat,Uno,Novo Uno 1ª,2010,2014,1.0 8V Fire
TT-0034,Fiat,Uno,Novo Uno 1ª,2010,2014,1.4 8V Fire
TT-0034,Fiat,Uno,Novo Uno 2ª,2014,2021,1.0 Fire Evo
TT-0034,Fiat,Uno,Novo Uno 2ª,2014,2021,1.3 Firefly
TT-0034,Fiat,Uno,Atual,2021,2023,1.0 Firefly
TT-0034,Fiat,Uno,Atual,2021,2023,1.3 Firefly
AN-0049,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
AN-0049,Fiat,Siena,1ª geração,1996,2001,1.5 8V
AN-0049,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
AN-0049,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
AN-0049,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
AN-0049,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
AN-0049,Fiat,Siena,3ª geração,2004,2012,1.8 8V
AN-0049,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
AN-0049,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
TT-0035,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
TT-0035,Fiat,Siena,1ª geração,1996,2001,1.5 8V
TT-0035,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
TT-0035,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
TT-0035,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
TT-0035,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
TT-0035,Fiat,Siena,3ª geração,2004,2012,1.8 8V
TT-0035,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
TT-0035,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
IB-0036,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
IB-0036,Fiat,Siena,1ª geração,1996,2001,1.5 8V
IB-0036,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
IB-0036,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
IB-0036,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
IB-0036,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
IB-0036,Fiat,Siena,3ª geração,2004,2012,1.8 8V
IB-0036,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
IB-0036,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
IB-0037,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
IB-0037,Fiat,Siena,1ª geração,1996,2001,1.5 8V
IB-0037,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
IB-0037,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
IB-0037,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
IB-0037,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
IB-0037,Fiat,Siena,3ª geração,2004,2012,1.8 8V
IB-0037,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
IB-0037,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
AN-0050,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
AN-0050,Fiat,Siena,1ª geração,1996,2001,1.5 8V
AN-0050,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
AN-0050,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
AN-0050,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
AN-0050,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
AN-0050,Fiat,Siena,3ª geração,2004,2012,1.8 8V
AN-0050,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
AN-0050,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
IB-0038,Fiat,Siena,1ª geração,1996,2001,1.0 8V Fire
IB-0038,Fiat,Siena,1ª geração,1996,2001,1.5 8V
IB-0038,Fiat,Siena,2ª geração,2001,2004,1.0 8V Fire
IB-0038,Fiat,Siena,2ª geração,2001,2004,1.4 8V Fire
IB-0038,Fiat,Siena,3ª geração,2004,2012,1.0 8V Fire
IB-0038,Fiat,Siena,3ª geração,2004,2012,1.4 8V Fire
IB-0038,Fiat,Siena,3ª geração,2004,2012,1.8 8V
IB-0038,Fiat,Siena,Atual,2012,2016,1.0 Fire Evo
IB-0038,Fiat,Siena,Atual,2012,2016,1.4 Fire Evo
AN-0051,Fiat,Strada,1ª geração,1998,2004,1.5 8V
AN-0051,Fiat,Strada,1ª geração,1998,2004,1.6 8V
AN-0051,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
AN-0051,Fiat,Strada,2ª geração,2004,2012,1.8 8V
AN-0051,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
AN-0051,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
AN-0051,Fiat,Strada,Atual,2020,2023,1.3 Firefly
AN-0051,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
PJ-0042,Fiat,Strada,1ª geração,1998,2004,1.5 8V
PJ-0042,Fiat,Strada,1ª geração,1998,2004,1.6 8V
PJ-0042,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
PJ-0042,Fiat,Strada,2ª geração,2004,2012,1.8 8V
PJ-0042,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
PJ-0042,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
PJ-0042,Fiat,Strada,Atual,2020,2023,1.3 Firefly
PJ-0042,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
JG-0034,Fiat,Strada,1ª geração,1998,2004,1.5 8V
JG-0034,Fiat,Strada,1ª geração,1998,2004,1.6 8V
JG-0034,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
JG-0034,Fiat,Strada,2ª geração,2004,2012,1.8 8V
JG-0034,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
JG-0034,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
JG-0034,Fiat,Strada,Atual,2020,2023,1.3 Firefly
JG-0034,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
PJ-0043,Fiat,Strada,1ª geração,1998,2004,1.5 8V
PJ-0043,Fiat,Strada,1ª geração,1998,2004,1.6 8V
PJ-0043,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
PJ-0043,Fiat,Strada,2ª geração,2004,2012,1.8 8V
PJ-0043,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
PJ-0043,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
PJ-0043,Fiat,Strada,Atual,2020,2023,1.3 Firefly
PJ-0043,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
AN-0052,Fiat,Strada,1ª geração,1998,2004,1.5 8V
AN-0052,Fiat,Strada,1ª geração,1998,2004,1.6 8V
AN-0052,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
AN-0052,Fiat,Strada,2ª geração,2004,2012,1.8 8V
AN-0052,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
AN-0052,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
AN-0052,Fiat,Strada,Atual,2020,2023,1.3 Firefly
AN-0052,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
PJ-0044,Fiat,Strada,1ª geração,1998,2004,1.5 8V
PJ-0044,Fiat,Strada,1ª geração,1998,2004,1.6 8V
PJ-0044,Fiat,Strada,2ª geração,2004,2012,1.4 8V Fire
PJ-0044,Fiat,Strada,2ª geração,2004,2012,1.8 8V
PJ-0044,Fiat,Strada,3ª geração,2013,2020,1.4 Fire Evo
PJ-0044,Fiat,Strada,3ª geração,2013,2020,1.8 E.torQ
PJ-0044,Fiat,Strada,Atual,2020,2023,1.3 Firefly
PJ-0044,Fiat,Strada,Atual,2020,2023,1.4 Firefly Turbo
TT-0036,Fiat,Punto,Lançamento,2007,2009,1.4 8V Fire
TT-0036,Fiat,Punto,Lançamento,2007,2009,1.8 8V
TT-0036,Fiat,Punto,Facelift 1,2009,2012,1.4 8V Fire
TT-0036,Fiat,Punto,Facelift 1,2009,2012,1.8 E.torQ
TT-0036,Fiat,Punto,Facelift 2,2012,2015,1.4 Fire Evo
TT-0036,Fiat,Punto,Facelift 2,2012,2015,1.6 E.torQ
TT-0036,Fiat,Punto,Final,2015,2017,1.4 Fire Evo
TT-0036,Fiat,Punto,Final,2015,2017,1.6 E.torQ
JG-0035,Fiat,Punto,Lançamento,2007,2009,1.4 8V Fire
JG-0035,Fiat,Punto,Lançamento,2007,2009,1.8 8V
JG-0035,Fiat,Punto,Facelift 1,2009,2012,1.4 8V Fire
JG-0035,Fiat,Punto,Facelift 1,2009,2012,1.8 E.torQ
JG-0035,Fiat,Punto,Facelift 2,2012,2015,1.4 Fire Evo
JG-0035,Fiat,Punto,Facelift 2,2012,2015,1.6 E.torQ
JG-0035,Fiat,Punto,Final,2015,2017,1.4 Fire Evo
JG-0035,Fiat,Punto,Final,2015,2017,1.6 E.torQ
VG-0031,Fiat,Punto,Lançamento,2007,2009,1.4 8V Fire
VG-0031,Fiat,Punto,Lançamento,2007,2009,1.8 8V
VG-0031,Fiat,Punto,Facelift 1,2009,2012,1.4 8V Fire
VG-0031,Fiat,Punto,Facelift 1,2009,2012,1.8 E.torQ
VG-0031,Fiat,Punto,Facelift 2,2012,2015,1.4 Fire Evo
VG-0031,Fiat,Punto,Facelift 2,2012,2015,1.6 E.torQ
VG-0031,Fiat,Punto,Final,2015,2017,1.4 Fire Evo
VG-0031,Fiat,Punto,Final,2015,2017,1.6 E.torQ
JG-0036,Fiat,Punto,Lançamento,2007,2009,1.4 8V Fire
JG-0036,Fiat,Punto,Lançamento,2007,2009,1.8 8V
JG-0036,Fiat,Punto,Facelift 1,2009,2012,1.4 8V Fire
JG-0036,Fiat,Punto,Facelift 1,2009,2012,1.8 E.torQ
JG-0036,Fiat,Punto,Facelift 2,2012,2015,1.4 Fire Evo
JG-0036,Fiat,Punto,Facelift 2,2012,2015,1.6 E.torQ
JG-0036,Fiat,Punto,Final,2015,2017,1.4 Fire Evo
JG-0036,Fiat,Punto,Final,2015,2017,1.6 E.torQ
PJ-0045,Fiat,Punto,Lançamento,2007,2009,1.4 8V Fire
PJ-0045,Fiat,Punto,Lançamento,2007,2009,1.8 8V
PJ-0045,Fiat,Punto,Facelift 1,2009,2012,1.4 8V Fire
PJ-0045,Fiat,Punto,Facelift 1,2009,2012,1.8 E.torQ
PJ-0045,Fiat,Punto,Facelift 2,2012,2015,1.4 Fire Evo
PJ-0045,Fiat,Punto,Facelift 2,2012,2015,1.6 E.torQ
PJ-0045,Fiat,Punto,Final,2015,2017,1.4 Fire Evo
PJ-0045,Fiat,Punto,Final,2015,2017,1.6 E.torQ
PJ-0046,Chevrolet,Celta,1ª geração,2000,2003,1.0 8V VHC
PJ-0046,Chevrolet,Celta,1ª geração,2000,2003,1.4 8V VHC
PJ-0046,Chevrolet,Celta,Facelift,2003,2006,1.0 8V VHC
PJ-0046,Chevrolet,Celta,Facelift,2003,2006,1.4 8V VHC
PJ-0046,Chevrolet,Celta,2ª geração,2006,2011,1.0 8V VHCE
PJ-0046,Chevrolet,Celta,2ª geração,2006,2011,1.4 8V VHCE Flexpower
PJ-0046,Chevrolet,Celta,Final,2011,2016,1.0 8V VHCE
PJ-0046,Chevrolet,Celta,Final,2011,2016,1.4 8V VHCE Flexpower
JG-0037,Chevrolet,Celta,1ª geração,2000,2003,1.0 8V VHC
JG-0037,Chevrolet,Celta,1ª geração,2000,2003,1.4 8V VHC
JG-0037,Chevrolet,Celta,Facelift,2003,2006,1.0 8V VHC
JG-0037,Chevrolet,Celta,Facelift,2003,2006,1.4 8V VHC
JG-0037,Chevrolet,Celta,2ª geração,2006,2011,1.0 8V VHCE
JG-0037,Chevrolet,Celta,2ª geração,2006,2011,1.4 8V VHCE Flexpower
JG-0037,Chevrolet,Celta,Final,2011,2016,1.0 8V VHCE
JG-0037,Chevrolet,Celta,Final,2011,2016,1.4 8V VHCE Flexpower
JG-0038,Chevrolet,Celta,1ª geração,2000,2003,1.0 8V VHC
JG-0038,Chevrolet,Celta,1ª geração,2000,2003,1.4 8V VHC
JG-0038,Chevrolet,Celta,Facelift,2003,2006,1.0 8V VHC
JG-0038,Chevrolet,Celta,Facelift,2003,2006,1.4 8V VHC
JG-0038,Chevrolet,Celta,2ª geração,2006,2011,1.0 8V VHCE
